new_pos;length;label
-1.8739468055833497,0.8061266370971071,-0.7358374371763181,-1.1765743550318775,-0.04566880446706525,1.5758590131756738,1.0043743082901067,0.6173509032562174,-0.1922712951774905,0.02058783561699759;10;0.6
-1.0689713354515298,0.6093857736151649,0.6379173951092636,1.2408564748769095,1.6253126664288793,0.25544774659274594,-0.848423683680996,-0.007564351849165827,-0.9709433227934939,-1.4730173628477756;10;0.95
1.63102339590898,0.7432382681684047,0.5143055454834995,-0.21183778919141352,1.0574850560784659,0.06249838284232294,0.034681329993578106,-0.7280346245161897,-1.6192664701774626,-1.4840930945901845;10;1.45
-1.5267882858299002,-1.053359313046118,-0.7375172100676748,-0.7207127221950002,-0.1695270366780958,0.10423862595458282,0.3595643832917077,0.657600273500311,1.2869126228457282,1.799588662224458;10;1.95
0.952024449134109,1.2964877426613746,1.030075651015543,0.7363843246284452,0.4687263455126329,-0.06821963812631325,-0.5213281610934386,-0.8914333352143303,-1.4288994431446234,-1.5738179353733983;10;1.95
0.22553646530152946,-0.3197080833208659,-1.047393656741521,-1.477690300833234,-0.9231310055701811,-0.45093316035436887,0.16502550596302373,0.7267703362638943,1.2808984747765735,1.82062542451515;10;1.4
-0.8299267504073348,-0.9068916757947785,-1.2633821715281994,-1.2611552990798103,-0.183208254951989,0.7475452712949087,1.5714902429428435,0.13516591681575163,0.6479714875427371,1.3423912331658707;10;1.2
-0.3833280994864345,0.8190929746638882,0.2806859759522286,-0.5929735728634197,1.1851723390226117,0.9830337702421469,0.5644607971117875,0.1687012286183253,-0.6583635335951058,-2.3664818796660283;10;0.4
1.0111214754136602,1.714398589730719,-0.30270306932718627,-1.239449930880542,-1.5654882122516425,-0.7933795455898943,-0.32115640130741346,0.024005037123696872,0.4695570315114868,1.0030950255771158;10;1.95
1.3371764823766776,0.6612078169540789,0.8918220745146965,-0.008306080847442589,-0.38489823357268754,1.2518063828516472,0.10754821048312793,-1.4762881954225546,-0.8430288832325347,-1.5370395741050105;10;1.55
-0.1453836813333824,-0.5234029343415632,0.9668337360687727,0.4870314856582688,0.1845353822555892,1.7224742569432856,0.43559636289111175,-2.1055427175833037,-0.9506921401820392,-0.07144975037673913;10;0.45
0.2759829888648187,0.8163411147598595,-0.6227613772652894,-0.794039502177357,0.4605562643709724,1.525146189770283,1.4337589266082083,-0.6437428444535493,-0.8890614175975906,-1.5621803428803551;10;0.45
0.14170668301415848,0.47582021018821086,0.3711384465455747,-0.7759250186778469,-2.1458282479235913,-0.6379892156717173,-0.5708703703380996,1.0247843546047253,1.49723633006363,0.6199268281949558;10;1.85
1.6836867353966334,1.3282130973839394,0.8191980762247686,0.42558268844125957,-0.008476092670771256,-0.33059373173474377,-0.5276937410505543,-0.8264847950280533,-0.9715963391370742,-1.5918358978254046;10;1.75
0.17520755424740408,1.2046967031672462,-0.28223274025284306,0.11189436951154363,-0.47141569146019285,-0.8243779721220006,-1.3562622907926556,-0.09638177352085564,-0.7290967920934902,2.2679686333158444;10;1.75
0.6834493286389202,0.553808312828951,-0.3764818766303898,-0.16242444677058557,0.06172431665984294,1.287930150854004,1.0969499064038393,-0.06160100032863821,-0.6946628119917727,-2.388691879664171;10;1.65
1.1241162043752262,1.133873367831175,1.5456835602992336,0.18536743418979382,-0.047978730212846744,0.43004774611711866,-1.1449423905196392,-1.0480195752775119,-1.2601739837205237,-0.9179736330820263;10;0.4
-1.5666989036012808,-1.2185435916898848,-0.8703882797784891,-0.5222329678670932,-0.1740776559556977,0.1740776559556982,0.5222329678670936,0.8703882797784893,1.2185435916898848,1.5666989036012802;10;1.7
0.9262890162194957,1.3005793018796,1.5384364195567004,0.22289804304057387,0.35103931636200114,-0.030087590251292706,-0.7208107027265223,-0.9443087077355293,-1.3615796424189541,-1.2824554539260715;10;1.45
-1.0895016123076446,-0.33102736348055295,0.061481364405224274,-1.3408737963777984,-1.1844719551939926,-0.1739173107692347,0.6583705541210204,0.33967679318899946,1.1858747403018863,1.8743885861120928;10;1.35
-0.6153514687234695,0.08442639193201952,0.8581574875313254,2.5775934604538286,0.15338553455819717,-0.5211991915122552,-0.8910106994986612,-0.3677923420782708,-0.9493755131098679,-0.32883365955284616;10;0.05
0.8026294917566316,0.8231067402577088,1.439038506775587,1.3963648256502212,-0.1900227921668972,-0.45079749107677697,-0.7765319127828358,-0.5515359306973727,-0.795883953533694,-1.6963674841825709;10;1.9
0.5565316019751146,1.2275428148754426,1.5482806186466875,0.7664900585456716,0.3840282899835826,-0.9128905001431976,-0.03253891772026505,-1.2992340450853581,-1.0095038052428813,-1.228706115834797;10;0.95
0.7712236142128964,1.013599001547879,1.0937764174292548,1.3608278873081803,0.4253690557620061,-0.3824423429378875,-1.1662755371103442,-1.536230842042488,-0.9208211627983665,-0.6590260913711301;10;1.6
1.1287284880447448,-0.5799303105449514,1.2513894226046884,0.40983624143101693,-1.809682583515096,-0.052634164111309896,1.0950508163670234,0.48850500808389896,-1.1597042957843806,-0.7715586225756348;10;0.75
-0.9662015460775906,-0.7414491094663516,-0.4105212328688818,-0.4764572701814325,-0.23846331247162725,-0.33192133789654416,-0.6364684601382885,0.2321532205829123,1.0346345566364097,2.534694491881395;10;1.35
2.9556621079026915,-0.272857179042666,-0.5107279022274078,-0.4509010263075083,-0.537805778651583,-0.3634053781266061,-0.44399285872836347,-0.3212657980449181,0.00670170569545535,-0.06140789246909422;10;0.35
-0.08695041808029827,-0.12086640267230307,0.6139515010936917,1.8977896443679987,0.10329708949294093,0.806576957780531,-1.074005819644796,-0.15632075319544733,-2.038886178305779,0.05541437916346079;10;0.25
-1.6368599790414549,-0.9952638918376037,-0.4020940173808251,-0.8496279467351363,-0.5636375887486749,0.14914846261473685,1.1396280161322923,0.7404656018978873,0.7994424849837761,1.6187988581150043;10;1.85
1.5715587582847232,0.12326614147995742,0.8629684433124432,1.4547387487017054,-0.630221830750066,-0.5502022562525307,-1.2917311320943352,-1.0659054076804295,-0.9572502623757088,0.4827787973742398;10;1.2
1.3577552646736677,0.33436855057586307,1.27070745335345,0.060626956942716796,0.7359795865507139,-0.5819529808946876,-0.05609693267795005,-1.6540077574388612,0.19649788443761643,-1.66387802552253;10;0.55
1.155197026341024,1.093342203448032,-0.5459466967414921,-1.2873191343564285,-1.5068080403587316,-0.740957595492447,-0.37022443088172696,0.8960116097536371,1.324822442695134,-0.018117384407004146;10;1.55
-1.2568646100154015,-1.097530233053695,-0.8890132724360612,-0.6879105092769319,-0.26349966027516286,-0.1159954148870676,0.4453805067954152,0.7734446377225728,1.1635748429664392,1.9284137124598932;10;0.1
-0.05441328978172057,1.0132014924899808,1.6272564713919198,0.7535063346314211,0.6024891106231117,-0.15363479410345762,-0.3634670394115248,-0.2888275802499876,-1.2252690546388156,-1.9108416509509274;10;0.65
2.1444012713751834,0.2012247495550837,1.3406768288613373,-0.4343264243714755,-0.8420292224674016,-0.9567684934314595,0.45713016296234327,-1.033197555078299,-0.22707100399240246,-0.6500403134129105;10;0.85
-0.37879733656829556,-1.3333149756492204,-0.2386243396862577,0.6466156589658517,-0.6309619272136237,-1.4024855007275434,1.0672076100452266,1.5483794698725695,1.2099936858622706,-0.48801234490097845;10;1.45
-0.5988009762680826,-0.34088370178108907,-0.8530970275122512,-0.9302625275706625,-0.9816156263530685,-0.8962407098832004,1.1046465291089231,1.6574269636550287,0.41577401779885437,1.4230530588055479;10;0.15
-0.7161192912930611,-0.9535206049051799,0.6769963897256537,2.18006004355151,-0.5663441498244132,0.27799933620960965,-0.45496643443265816,-1.4178175603445002,0.1142319952951566,0.8594802760178815;10;0.85
-0.4465797187575617,-0.9635227871132018,-1.4338974184766866,-0.9252670910449154,-0.49779949945903,-0.046862676311998926,0.38841793109482464,0.8481755621326441,1.3098216422700961,1.76751405566583;10;1.6
-1.2641135523695815,-1.3087824532428158,-0.20756856656630052,1.4579250382520736,0.592718493839839,-1.0122338195950373,0.5922649968261163,1.280553663489088,0.6913867809922157,-0.8221505816255961;10;1.6
1.3023402509409165,0.38146498629493597,-0.6820497346467737,0.3649472467573906,-0.7492262113011305,0.3875071613708684,1.4872697791709586,0.3071410993538033,-0.8411714465521932,-1.9582231313887757;10;1.7
0.18336131329847907,1.0814858644323706,0.22118072505858796,-1.055189629230914,-0.7290521546727947,-0.49585467555067403,-1.7304936673945048,0.8840937707194817,-0.11122524159117274,1.7516936949311408;10;1.15
-0.15786053557306767,-1.0288185973388975,-0.8204386764237965,0.5950748902034066,-0.9314691566497518,0.2068815658964623,0.2150446364276063,-1.124919878309642,0.8067836685173384,2.2397220832503417;10;0.7
-0.8060209260089014,-1.6208198472363722,-0.7353530816902051,-0.05719388825391031,-0.7107582769518419,0.030750282335892432,1.034688537438459,1.902240567394681,0.9915589627039085,-0.029092329731709655;10;1.05
1.5632784692223352,0.5895309959783328,0.3550184397298803,0.7147289632903302,1.0876366183727635,0.22803898948752482,-0.9968787274628289,-0.955869057349267,-1.084218416406404,-1.5012662748626668;10;1.2
0.14958198483215307,-0.05647217304715234,-0.30189314206865386,-0.7188664050593635,-1.3918075849408142,-0.2616700959119384,-0.9686777090969025,0.19654672361630687,1.0594622540286047,2.2937961476477597;10;1.55
-1.6404434810241237,-1.3141771480587399,-0.8457427902295817,-0.6495458132338698,-0.17108367083161344,0.8173868477693113,1.058943601778347,1.1238771255781712,0.6532809017474301,0.9675044265046691;10;1.05
-1.697396582320103,-0.9653602298440738,-0.2948157521329281,0.35797386243852153,0.9842766151585747,1.6209034723371227,1.053445386839513,0.24013460925444174,-0.22272452552403924,-1.0764368562070266;10;1.25
1.5119796760879953,1.7545922278711352,0.16177819663060236,0.3378191830213626,0.35109056800441957,-0.09028582716158358,-0.7244473935507547,-1.0962078281020116,-1.421904214636236,-0.7844145881649297;10;0.2
0.37825852567565504,1.814600966275858,1.0076271086170514,0.31902509593759015,0.2832020777717066,-0.7835666084298814,-0.121651927098911,-1.8151178650454982,-1.1960367331415374,0.11365935943796682;10;0.3
1.8258453021937218,-0.5562811259802655,0.6206322492501052,1.0609427812952943,0.6769186942256828,-0.24262007391320947,-1.3222041060693952,-1.5371183141502722,-0.4625792912543943,-0.06353611559726716;10;1.8
0.045653243831390786,-0.32428954941324173,-0.6526196428535089,1.534794503395562,0.8117556641332734,1.2597861892511797,-0.4774448218040398,0.22568862058833003,-0.3033400282690479,-2.1199841788598976;10;0.5
1.4616917504176348,-1.6332838195691335,0.3090098486898851,-0.13977908249831905,-0.9484012715799048,0.01297598750826382,1.339750056720343,-0.19957433318511836,-1.1796058429010863,0.977216706397434;10;0.35
0.7202433231922419,-2.2200750137690495,0.430752087055137,1.2277789595817212,-1.082001078275956,0.6158423552551748,0.09450985651742971,0.857150983481612,-0.745422200793084,0.10122072775477177;10;0.55
-0.543846302376319,-0.957425630165331,0.14290396116859344,-0.791255187314887,-0.3148378565778005,0.708297272847017,1.873346125906889,1.371962086008479,-0.023541081657345083,-1.4656033878392962;10;0.15
0.9188373716346413,0.39602965746167523,0.3642065868564784,-0.732054476663659,1.8970575921226447,0.9743212894825914,-0.7605338173700932,-1.0541871547609094,-1.2081581971218616,-0.7955188516415064;10;0.25
1.479518523929939,0.4119530069302357,-0.2520257424037019,-1.1232986170602723,-0.9206986462056624,-0.3496664578437188,-0.35614272736587255,0.2019778370167486,-1.0894791986316164,1.9978620216339227;10;0.35
-0.30613248852351255,1.7007413733376344,-0.09584021053243869,1.992686517839891,-0.4130376059180233,-0.6862683435587535,-1.0752417879409026,0.0026605150213555653,-0.007812847670201451,-1.1117551220550481;10;0.1
-2.286216968210953,-0.3725476004922179,0.8662878783930467,0.39646353568888437,-0.4215715705399893,1.037726215840122,1.2089672272423808,-0.1673603827004552,0.5577173652962647,-0.8194657005170843;10;0.9
0.722481800609511,0.14715544748402665,0.0717872530779985,0.7900207945928542,-0.6357629471794937,-1.3419796514266589,-1.9517897042045247,1.4230719038461161,0.880982094292741,-0.10596699109256968;10;0.25
-2.3693275855665883,-1.285483085064985,0.5661506891763196,1.0916956274236065,1.0004489109973587,0.18240133819673154,0.13842080082377867,0.12445158119848254,0.2949027201474023,0.256339002667893;10;1.55
2.4693942409870515,-0.31461082231521703,-0.5811299293711184,0.09312542021283696,-0.83455996161474,1.0163570150315757,0.068181326859029,-1.1885463843795205,-0.5138036495783505,-0.21440725583154738;10;1.2
-1.6081719669280508,-1.1764789482521736,-0.8613727008489505,-0.37812212775709014,-0.06831202478081413,0.14805957777937986,0.3918351931803219,0.510052363964109,1.3262821724904428,1.716228461152824;10;1.8
0.22199387930735384,-0.6298650183689125,1.8304911283593248,-0.5009078967985655,-1.5426482056482262,-1.4454033557905994,0.38107477072246393,0.050970040716469774,0.8258793699767903,0.8084152875239006;10;1.05
-0.29732900669712775,1.3735571666586293,0.581942424632583,1.3977381716660997,1.0735488744716546,-0.7192237145417782,0.07768020223029845,-1.1947570824544516,-1.151772574454523,-1.1413844615113842;10;0.3
0.7244317619132367,0.25709815149170373,0.4655553029466725,0.8898890183027328,0.02361114941382838,-0.5961286018473416,-2.670326126144628,0.8181169513148986,0.3908062716168265,-0.30305387900792874;10;0.45
-2.4063220847791444,-0.6732120564495769,-0.2873945842477148,-0.058396866054874486,-0.143173623476631,0.8578642622499738,1.309325597765858,0.9824544750473231,-0.06139898940424623,0.4802538693490343;10;1.15
-0.35268917844625636,-0.8476923500914806,-0.018947282732297153,-1.4475812423464354,-0.6699809490628064,-0.3510724432749859,-0.2448169025532948,0.6196903839109247,1.1289005976461064,2.1841893669505255;10;1.2
-0.946641382494759,0.7086720008961042,0.1628051480707771,0.6118192549890884,-0.6628892048307972,-0.8859397232224917,0.5256862655076325,-1.3372549205423856,-0.362667702939736,2.1864102645665686;10;0.05
0.08583419627858421,-0.556646527973925,-1.9470064847055033,-0.7273304190696079,-0.20139493537800235,-0.28917884347493134,0.2571819186259424,0.39299035592285625,0.962960094935572,2.022590644839015;10;1.3
1.5666989036012804,1.2185435916898846,0.8703882797784892,0.5222329678670936,0.1740776559556978,-0.174077655955698,-0.5222329678670936,-0.8703882797784892,-1.2185435916898848,-1.5666989036012804;10;1.25
-1.5666989036012808,-1.2185435916898848,-0.8703882797784892,-0.5222329678670934,-0.17407765595569766,0.17407765595569802,0.5222329678670937,0.8703882797784894,1.2185435916898848,1.5666989036012808;10;1.85
2.627809835270542,0.11493188800128393,-0.9529590724789536,0.5192513513394236,-0.10305027917125677,-0.12622206669094593,-1.096703411865401,-0.5186011660105524,-0.6179331341341571,0.153476055740017;10;0.3
-0.7132842634596199,0.07911003537222007,0.7383868060700753,1.4401109490184971,-0.5395235614762064,-1.8795944812517547,-0.6952337411836591,0.3882403789270748,-0.3336274541136972,1.51541533209707;10;1.7
-2.9963015953225565,0.3366888781852056,0.27088990977875815,0.34610057472055705,0.3371520234465628,0.36756095225530877,0.30283754301240456,0.40565817308749785,0.39385228213738765,0.235561258698877;10;0.65
2.084879398115616,1.1195818442532877,0.6017194293720179,0.5101928035144245,-0.288302721082219,-0.4615844315131777,-0.5763077158634538,-0.6766557110928926,-1.0699134619791941,-1.2436094337244077;10;1.65
1.8488613783010213,1.197745867573941,0.6762122574848877,0.31910322683783915,0.0464397296696088,-0.23600037118183434,-0.33974066593902624,-0.8287273758754773,-1.0906331566645848,-1.5932608902063763;10;1.95
1.7552033608317439,-1.1246859050532798,1.428949027506052,-0.6304956129963266,0.6015999869081005,-0.7549849385744483,-0.56639228498192,0.43926396060395945,-1.3191339802487945,0.17067638600491142;10;0.05
-1.6427810397684326,-0.8643036462715767,-1.3548771179121937,-0.5217408622884594,-0.07043851184525486,0.9944741444518398,0.6435929841227916,0.43441241946690495,1.1092171426098458,1.2724444874345338;10;1.45
-0.907399769500657,-0.8545749427399936,-0.20098061793053218,0.5747708453586188,2.52517840120246,0.6955355585813626,-0.5309077487069318,-0.4171750304228461,-0.8713246753509675,-0.013122020490512138;10;0.75
0.15885123738892576,0.5701713303234784,-0.7437291564771082,1.2156808030671407,-0.9726476789980885,1.5603106173795118,0.8386821474241462,-1.249962270965183,-1.404113948080424,0.026756918937600804;10;1.45
1.4205775814606156,1.18698821263501,1.0429462826285743,0.6260277710427882,0.1740501708425074,-0.2577500587870384,-0.5410054112476864,-0.8431870972451463,-1.248214059266012,-1.560433392063612;10;1.85
1.721036587800045,1.3422155799759847,0.8512763781389105,0.4144953212389419,-0.042463758197650844,-0.46622734999855053,-0.9694702468660851,-1.4068786683567736,-1.0040527547125448,-0.43993108902227857;10;1.7
0.9570347296163368,1.4965502228713328,-1.0828334491246732,-0.4402340279293961,-1.3522278853401373,0.5713823646334578,-0.09546430909617612,-0.3955145568823283,-1.0741957753024185,1.4155026865540004;10;0.05
-1.2022032398345492,-1.4173143853171168,-1.2458956210888548,-0.2525551149827012,0.4538212521683569,0.6926912962951132,0.5519219442926938,1.7285987153433542,0.9424371375446327,-0.2515019844209291;10;0.3
0.7107285193432691,1.4446488452311526,0.8254757817437199,0.22712341162521765,-1.4001946528142903,-1.173494990357537,-0.4803091521516687,-1.1796337518471862,1.2838682150270042,-0.25821222579968045;10;1.4
-1.6031496712290823,-1.2444260367026998,-0.6592219650652056,-0.34239518371117394,-0.21039659634442254,0.09932748271528334,0.24501255340918807,0.6272266624932865,1.379713583925172,1.708309170509655;10;1.6
-2.2216904535476396,-1.409822408631713,0.14319941723069454,-0.1697909929839216,0.889579221344953,0.6876652774545712,0.3795654406556645,-0.07556491452661604,1.0198219791783438,0.757037433825659;10;1.05
0.5006970297190421,0.931692368397026,1.4176835290514145,0.9519549814197086,0.4998997738080414,0.008674932117289135,-0.3864443841451406,-0.8420637228092278,-1.3095650195379693,-1.7725294880201836;10;1.85
-1.5315611098042685,-0.12541962264946638,0.01117372517295912,-1.5345700813799743,0.5538269287926904,0.011967389679231891,1.144330753797788,1.8914662262489161,-0.19005535930605905,-0.23115885055181934;10;0.1
0.657047072433126,0.5695689585414554,-0.3393188308172026,-0.8888108649279509,-0.1239389492268236,-0.4853971143707313,2.0236495790698457,0.9973289691461568,-1.4214020465462966,-0.9887267733015783;10;1.7
1.1981122280605194,0.3159684454529909,0.27692351861854614,1.2651830242615298,0.6330821741838403,0.4600477045925502,-0.07765285172939798,-0.9113744714079849,-1.165096535511665,-1.9951932365209295;10;1.45
0.0031666431667995267,-2.2392890676312853,-0.8534881141517721,-0.5940657382357405,0.13814266163487013,0.801213319128031,1.3261080377524064,-0.03464662128472765,0.26381198137608014,1.1890468982453386;10;0.3
2.8624603447989,-0.423334686452457,0.03952421260991822,-0.07697433770522244,-0.6177073911026811,-0.7271380029551443,-0.8126604157083033,-0.07851208834146228,-0.2033005652396171,0.03764293009606702;10;0.6
-0.25086825184396716,0.6364155656994795,-0.6135126690547964,0.5648897208306408,0.08021825886734106,0.8031902786743194,-1.9132856159682332,-1.337704506873254,0.4352023324286738,1.5954548872397964;10;1.5
-1.5666989036012804,-1.218543591689885,-0.8703882797784891,-0.5222329678670935,-0.1740776559556977,0.17407765595569796,0.5222329678670936,0.8703882797784893,1.218543591689885,1.566698903601281;10;2.0
1.7562173034375144,1.3773058268039067,0.7206038299256815,0.09089379816755044,-0.45945217983072223,-0.9891784014610816,-1.5402801283134415,-0.9160769865413324,-0.23116390008011836,0.1911308378920448;10;1.35
2.408547619568396,-0.40488962972401527,-1.0852447925922024,0.6347731523855797,-0.9652318765683388,-0.48835027440690565,0.7678259356219808,-0.008381676860091567,-0.026100180658528493,-0.8329482767658748;10;1.5
-0.7538848588963314,-0.12426504934329695,1.676176763130419,0.9654039914596603,0.23185293673918808,0.1340226625494005,-1.6874227823258838,-0.8404799520188799,-0.7930936265620996,1.1916899152678224;10;0.15
2.023539619379704,0.1639316925810855,-0.9739574663892437,1.0159025099968728,0.5809593497564937,-1.3419121901561955,-1.2199839681038904,-0.43301861178933065,-0.09025077728079287,0.2747898420052998;10;0.5
0.3127466000008689,1.217153650579311,1.3357240115967453,-1.6964553046536568,-1.3600201936971772,0.6956514287871747,-0.6925906040122067,0.33018529808198244,0.5715230456253994,-0.7139179323084416;10;1.8
0.24407895278854955,0.028197682818574665,0.475267302055135,0.2999224061900613,0.5919673261449008,1.1738827634716327,0.7088995437944372,0.2872394849308103,-2.0695781111955625,-1.739877350998539;10;0.6
-0.6745185592319931,0.6455648590643158,0.1079243222581374,-0.6867887582429466,-1.9634993467996094,-0.09474459266627999,0.5576621643438685,0.22908776110999865,-0.2117045710182737,2.0910167211827826;10;1.95
-0.004397143201526461,-0.7245073795327918,0.028368289187709426,1.4061406050145224,0.9880482077459062,0.4343867145712361,-2.1021786544199856,0.20197617911811908,0.8468620554452686,-1.0746988739284578;10;0.4
1.2551615231009288,2.2813196753040175,-0.5929294709822811,-0.5267365890641164,-0.6942934368936,-0.9462074124064154,-0.8430821987419678,0.17997483426033506,0.42516153004932,-0.5383684546262181;10;0.4
-0.8601896410420395,0.10115295947513002,0.35526295384489553,0.8615595755564062,2.0627768397589077,0.2764045243522759,0.07331821784911915,-0.15103757546619237,-0.9567870600633467,-1.7624607942651551;10;1.6
-0.8995162610998619,-0.849373418704972,-0.6789197998897548,-0.8544188639615448,-0.8638581231683582,-0.4689077549027902,0.581605527558962,1.3455149203973376,1.8689788660189772,0.8188949077520039;10;1.5
-2.2441023709151415,0.1643532576864924,0.6801413510916005,0.5652249097469535,1.3814940590484523,0.18857719906711293,-1.1653771157993167,0.8670288748472406,-0.16691197879925826,-0.2704281859741358;10;0.45
-1.7655831259771233,-1.2263599368763556,-0.948285749299849,-0.2654790636181801,0.1528248128310704,0.506674397508634,0.2860308338642129,0.6461770217526971,0.9805806841349244,1.633420125679967;10;1.6
1.085987791640153,1.008359145292215,1.1523029302836232,0.7496962536995231,0.5672793331407825,-0.019046405541534635,-0.6656011379248122,-1.0517590103592294,-1.2619157099667566,-1.5653031902639618;10;1.7
0.23175592288347366,-0.8520288927672361,-0.8231819068896525,-1.2337378901528588,-0.9395117947948128,-0.22981015479968278,0.7212460129065119,0.5150902446617879,0.33218799096527857,2.2779904679871903;10;1.7
0.3478333526203734,0.4205974947637285,0.46198896870092837,0.15235593228133662,1.0075955895570294,1.080048962937985,0.3306414564467083,-1.178762962769004,-0.2279417635665772,-2.3943570309725084;10;0.8
0.5498142360397023,-0.3022447144204302,-0.38944734282188986,-1.826024518333396,1.3829445171166168,1.660543775395268,0.41346466958911826,-0.14751748560746333,-0.24779702093164313,-1.0937361160258827;10;1.65
-1.608488027137369,-1.2377374482287453,-0.7463798754756348,0.13515125966338362,1.2665856641713515,0.07467675669254277,-0.5088856831868382,0.10281327716022333,0.9110146380627571,1.6112494382783287;10;1.2
-1.5071641279677013,-1.649153782390231,-1.3172008925311827,0.38805376021511345,0.6377053586811532,0.6003370431002447,0.5079090854138121,1.1402563162894306,0.7981310411497327,0.40112619803962546;10;0.6
-1.3334025920890271,-0.9166734350824076,-1.3919795680647686,-0.3570535014837705,0.22639945435830786,0.9983344067210042,1.2919949526885144,1.1380372779579382,0.9611768456594408,-0.6168338406652317;10;1.9
-1.6053987305891726,-0.22923707189895126,-1.5238165703599746,-0.5578493545015084,-0.4335826571563924,0.8456886498069844,0.921981639178897,0.8151907984245625,0.2678910761937446,1.499132220901812;10;0.45
2.211067227929025,-0.043514412833680675,-0.04457026324180174,-0.44281514983728204,-0.7855240761298388,-0.6929342521188294,-1.2042844878046748,0.470238545432136,-0.7340549917901322,1.2663918603950808;10;1.0
2.237791263269661,0.7078187751104207,0.3656461046265034,0.25091356083126304,-1.1872757756438501,-0.2326978526823114,-0.5240683226887713,-1.309795570035431,-0.7838920981309694,0.4755599153434838;10;1.85
1.5185081966415555,-0.15369030659136546,-0.43101275936200545,-1.0097488030854542,-1.576411018380704,-0.24340367628325477,-0.6838477362762795,0.37094412781937547,1.7663314864004636,0.44233048911766915;10;1.1
0.8261117244556709,0.6342938328959624,1.6425745269724563,1.3402381698354693,-0.10239320359754965,-0.600774661465347,-0.8419452326919163,-1.4543111338742092,-1.0246704604083132,-0.4191235621222224;10;1.05
1.0662507825975045,0.49280901192261634,2.1005342577167454,-0.34527522056091037,-1.2284353579386256,0.6538775516773238,-0.38042542557672526,-0.7639334540540503,-0.5227389942814321,-1.0726631515024476;10;1.1
2.2684619197613705,-0.25086874030227124,-0.49463874503387306,-0.27861205164348785,0.9300060944608666,-1.6425862105046631,-0.36165503360319273,0.5927971423873206,-0.12392735672609101,-0.6389770187959755;10;0.85
0.5504040221129674,-0.22887227881640912,-0.5743027547407672,-1.4482561964991887,-0.943071875859368,-0.8980638603052324,-0.3192636582472486,0.7635241039909504,1.4109264654141556,1.6869760329501415;10;1.65
1.1728212474015773,-0.3865446359538777,-0.7060914943786183,-0.8202209846592524,1.2635507180483174,-0.7863384652741461,1.6787971911700739,-1.051868485207861,-0.9229249120931587,0.5588198209469466;10;0.25
-1.5306545450141846,-1.0318116733012452,-1.1687452028884855,-0.6753852116185018,-0.007517886979724227,0.09562884862971446,1.1953748523417433,1.1537709138954713,1.1605835904503554,0.8087563144848573;10;1.6
-0.36746450427065463,-1.310115771201261,-1.4296942540550146,-1.5617954742365683,0.895692129271695,0.7993325302488501,0.8110955850154354,0.7507992014303566,0.7584144063769562,0.6537361514202045;10;0.6
-1.7421557318814314,-0.03979840551428157,-0.4496771824581702,0.18776711770548965,-0.8274927169065429,-1.2766357456844386,0.8792639018336361,1.2514018827407336,1.145383698769194,0.8719431813958127;10;0.1
-1.3728623918500489,-0.6158727871346412,-0.7594609728863175,-1.5525211500988054,0.04621805862720197,0.8168750403251788,1.10006689778012,0.19774240019213957,1.589894270368782,0.5499206346763927;10;1.7
1.2261781810676002,0.13043558491859655,0.5427153875028821,-1.6540835062617145,-1.8407609663900095,-0.2441105900908387,-0.1358607245172058,0.16581726544792608,0.5063717874872757,1.3032975808354896;10;1.4
2.905184710199814,-0.20096639104008854,-0.7186339486329203,-0.17085520712890756,-0.5849349072524522,-0.19446154313509792,-0.19731591332945844,0.061700435559052726,-0.17926865772982148,-0.7204485775101201;10;0.55
-1.6501124310982869,-1.4163203576761025,-0.7611661710689119,0.30648913772873915,0.17609650175201266,-0.446073597277179,0.19106940220253085,1.2409685787002787,1.245849323383046,1.113199613353872;10;1.55
-0.6172219175072982,-0.02478531744278411,-0.8855433299709449,-0.6268369753490579,-0.9124586982431951,-0.659326704779724,0.082450320602511,-0.07806855357456902,1.517922487332471,2.2038686889325905;10;0.8
0.8461638834486314,0.1678803365823109,0.18883772782374925,0.10169320023589257,0.7871946751272242,0.9906424480854126,0.7950500929234413,-2.4132525665647004,-0.9332590660033826,-0.5309507316585784;10;0.95
-1.099774304841911,1.4985863062530895,0.7499954081181887,-0.94778765731079,-0.842895691824787,-0.7963663317089634,0.4751344221196299,0.7228389622000614,1.3371297332602687,-1.0968608462647853;10;1.5
0.16701331927377316,-0.02010233916785544,0.33523650749247014,0.1264777704829026,0.1284603163862196,-0.040130131495339234,0.9745563150117847,1.5873305710626322,-0.9063012544561877,-2.3525410745903996;10;1.85
0.702757486126945,-0.7646381373263524,-0.7547763635839738,-0.7245957615066073,-0.7592690691759176,-0.8939902069803141,-0.6201388532924368,0.37338860691108644,1.666355488955346,1.7749068098722243;10;0.9
0.48144960637374895,0.34664468404236437,1.2705484323197573,-0.9825977058865939,-0.3312794842684809,-0.7198928704878393,0.3771692454357171,-0.45076505193980926,1.7500385911598864,-1.7413154467487508;10;0.8
-0.048347205627657444,0.05453966832441612,1.0397313075717654,0.745132843720257,1.326487682361043,0.8371180679701838,-0.03875920042348148,-0.5819553137453946,-1.6794077055983703,-1.6545401445527617;10;1.7
0.3604401617500379,-0.7322013798827414,0.946435850605782,-1.3566251753724865,0.6423430517256552,-0.3477289772346378,-0.7121927655885996,-1.283568185435335,0.5986571611615141,1.884440258270811;10;0.05
